trend_period,entry_window,exit_window,total_return,sharpe_ratio,max_drawdown,win_rate,avg_win,avg_loss,num_trades
75,15,20,-0.02063774464234848,-0.27261591843680977,-0.11844430769136216,0.7368421052631579,0.006642243163457798,-0.020363785674443344,38
50,10,30,-0.022242023040115966,-0.29645404124496516,-0.11942585458554966,0.6944444444444444,0.008172211162211984,-0.020287074425055028,36
125,5,10,-0.0344383744569479,-0.3021100161349723,-0.10940449374391248,0.6545454545454545,0.005166067457306316,-0.010557808745085462,110
50,5,10,-0.028815084855899294,-0.30763325621562143,-0.10476380788494244,0.6626506024096386,0.004841587711485332,-0.010406607069457669,83
175,5,5,-0.032693265314804196,-0.31452560935796864,-0.10768579232334963,0.5923076923076923,0.004194721780412854,-0.006646432043637545,130
50,15,30,-0.018216920854993258,-0.31976673846478576,-0.09411942285192332,0.7,0.008652339295354665,-0.022877092283520348,20
75,10,5,-0.021737816045487853,-0.34570683930176993,-0.08092566574021876,0.6440677966101694,0.004160493884539844,-0.008477290265623143,59
75,5,5,-0.030454777952272343,-0.3468307527648552,-0.10194262904916673,0.6074766355140186,0.004107746491817099,-0.0070098818081061375,107
50,20,10,-0.011116738583840198,-0.37880538968732436,-0.04541868065710819,0.7142857142857143,0.003804052562995615,-0.014893098266643458,7
50,5,5,-0.03019258531491032,-0.3967945563927646,-0.0927807023632552,0.6022727272727273,0.0039038059052932854,-0.0067140858074251275,88
125,5,5,-0.04290580768481832,-0.4570796719274731,-0.10085271941883023,0.5984251968503937,0.004046906165312957,-0.006814963068594714,127
50,15,10,-0.01957817120240288,-0.4681171665437172,-0.07297719457610341,0.65,0.004398139338945751,-0.010857453978018142,20
75,15,5,-0.02782995775779,-0.5395480038122815,-0.07543234352970118,0.6666666666666666,0.003904668823686219,-0.009858377338672824,39
50,20,30,-0.017194985187227393,-0.5403083284666763,-0.0519937285326636,0.7142857142857143,0.006887476787564954,-0.02550206227078068,7
50,15,5,-0.022831144757950277,-0.6294338015155362,-0.05074137250778721,0.6,0.0033860035001554967,-0.007884052907588068,20
50,10,15,-0.04477664555434676,-0.7452379042791578,-0.09241823114336212,0.75,0.005186233792887308,-0.020358373835201324,36
50,20,5,-0.020903900490908928,-0.7498825765682388,-0.045418680657108634,0.7142857142857143,0.0024331114069243193,-0.0164547496533928,7
50,10,5,-0.035368250039380655,-0.7661315657115515,-0.06847652638897239,0.6052631578947368,0.003660870637732874,-0.007943696851121704,38
75,15,25,-0.056991825537309526,-0.7764605584333294,-0.17768202431328073,0.6842105263157895,0.008218311994578011,-0.022336708615857088,38
50,10,10,-0.04129489816101232,-0.7958664903519097,-0.08469410097040797,0.6666666666666666,0.004511450089199885,-0.01238846896731679,36
50,20,20,-0.024978065763790254,-0.811774405335775,-0.05474704344471171,0.7142857142857143,0.005288827023601163,-0.025502062270780647,7
50,20,25,-0.024978065763790254,-0.811774405335775,-0.05474704344471171,0.7142857142857143,0.005288827023601163,-0.025502062270780647,7
50,25,30,-0.016572950237320038,-0.8162069868949015,-0.027548088862892728,0.6666666666666666,0.004058392593082451,-0.024522899002038544,3
50,10,20,-0.05182079934105423,-0.849616648549707,-0.10670703362379264,0.7222222222222222,0.0057947953063947075,-0.020097378128583858,36
50,15,20,-0.04082409885240268,-0.8660577895377505,-0.07376347409153416,0.75,0.004951622313370379,-0.022883547082427604,20
50,15,25,-0.045319278687749286,-0.9053022263038403,-0.09675039120800533,0.7,0.006631341230376611,-0.02287709228352039,20
50,10,25,-0.05988625328358739,-0.9381839159720441,-0.12634528477019913,0.6944444444444444,0.006668307386199723,-0.020472237506364312,36
50,20,15,-0.030088470712925117,-0.9948683550944492,-0.0547470434447106,0.7142857142857143,0.004231594886387236,-0.02550206227078071,7
50,15,15,-0.048753177131843406,-1.0511907350622738,-0.07658031640185559,0.75,0.004396341810701783,-0.022883547082427562,20
50,25,20,-0.021766234774275653,-1.1122768902401832,-0.027548088862892617,0.6666666666666666,0.001400949878390513,-0.024522899002038474,3
50,25,25,-0.021766234774275653,-1.1122768902401832,-0.027548088862892617,0.6666666666666666,0.001400949878390513,-0.024522899002038474,3
50,25,15,-0.021766234774275653,-1.1122768902401832,-0.027548088862892617,0.6666666666666666,0.001400949878390513,-0.024522899002038474,3
